jfid;valtip;maz;taz;sorsz;a;b;bo;c;d;e;f;g;i1;i2;i3;j;o;k1;k2;l;m;n;pa;pf;po;pk;pl;pm;pn;na;nf;no;nk;nl;nm;nn
50080;'L';'01';'002';'067';860;0;0;0;0;860;627;0;0;0;0;627;0;627;0;0;4;623;860;627;0;627;0;4;623;0;0;0;0;0;0;0
50081;'J';'01';'002';'068';878;0;0;0;0;878;686;0;0;0;0;686;0;682;0;-4;11;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50082;'L';'01';'002';'068';878;0;0;0;0;878;686;0;0;0;0;686;0;685;0;0;5;680;876;685;0;684;-1;5;679;2;1;0;1;0;0;1
50083;'J';'01';'002';'069';945;0;0;0;0;945;709;0;0;0;0;709;0;709;0;0;8;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50084;'L';'01';'002';'069';945;0;0;0;0;945;709;0;0;0;0;709;0;709;0;0;8;701;939;704;0;704;0;6;698;6;5;0;5;0;2;3
50085;'J';'01';'002';'070';844;0;0;0;0;844;672;0;0;0;0;672;0;671;0;-1;8;663;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50086;'L';'01';'002';'070';844;0;0;0;0;844;672;0;0;0;0;672;0;670;0;0;6;664;840;668;0;667;-1;6;661;4;4;0;3;0;0;3
50087;'J';'01';'002';'071';853;0;0;0;0;853;704;0;0;0;0;704;0;703;0;-1;0;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50088;'L';'01';'002';'071';853;0;0;0;0;853;704;0;0;0;0;704;0;701;0;0;2;699;850;702;0;699;-3;2;697;3;2;0;2;0;0;2
50089;'J';'01';'002';'072';962;0;0;0;0;962;760;0;0;0;0;760;0;760;0;0;11;749;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50090;'L';'01';'002';'072';962;0;0;0;0;962;760;0;0;0;0;760;0;760;0;0;3;757;959;757;0;757;0;3;754;3;3;0;3;0;0;3
50091;'J';'01';'002';'073';969;0;0;0;0;969;771;0;0;0;0;771;0;771;0;0;11;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50092;'L';'01';'002';'073';969;0;0;0;0;969;771;0;0;0;0;771;0;771;0;0;13;758;963;770;0;770;0;13;757;6;1;0;1;0;0;1
50093;'J';'01';'002';'074';801;0;0;0;0;801;598;0;0;0;0;598;0;598;0;0;5;593;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50094;'L';'01';'002';'074';801;0;0;0;0;801;598;0;0;0;0;598;0;596;0;0;2;594;797;594;0;592;-2;2;590;4;4;0;4;0;0;4
50095;'J';'01';'003';'001';919;0;0;0;0;919;741;0;0;0;0;741;0;740;0;-1;9;731;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50096;'L';'01';'003';'001';919;0;0;0;0;919;741;0;0;0;0;741;0;738;0;0;7;731;914;738;0;735;-3;6;729;5;3;0;3;0;1;2
50097;'J';'01';'003';'002';871;0;0;0;0;871;683;0;0;0;0;683;0;683;0;0;2;681;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50098;'L';'01';'003';'002';871;0;0;0;0;871;683;0;0;0;0;683;0;683;0;0;2;681;870;682;0;682;0;2;680;1;1;0;1;0;0;1
50099;'J';'01';'003';'003';956;0;0;0;0;956;749;0;0;0;0;749;1;747;0;-2;7;740;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50100;'L';'01';'003';'003';956;0;0;0;0;956;749;0;0;0;0;749;0;747;0;0;6;741;953;748;0;746;-2;6;740;3;1;0;1;0;0;1
50101;'J';'01';'003';'004';958;0;0;0;0;958;759;0;0;0;0;759;0;758;0;-1;4;754;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50102;'L';'01';'003';'004';958;0;0;0;0;958;759;0;0;0;0;759;0;758;0;0;2;756;955;756;0;756;0;2;754;3;3;0;2;0;0;2
50103;'J';'01';'003';'005';853;0;0;0;0;853;623;0;0;0;0;623;0;622;0;-1;7;615;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50104;'L';'01';'003';'005';853;0;0;0;0;853;623;0;0;0;0;623;0;623;0;0;6;617;850;621;0;621;0;6;615;3;2;0;2;0;0;2
50105;'J';'01';'003';'006';975;0;0;0;0;975;770;0;0;0;0;770;0;769;0;-1;2;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50106;'L';'01';'003';'006';975;0;0;0;0;975;770;0;0;0;0;770;0;767;0;0;2;765;972;769;0;766;-3;2;764;3;1;0;1;0;0;1
50107;'J';'01';'003';'007';916;0;0;0;0;916;721;0;0;0;0;721;0;721;0;0;5;716;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50108;'L';'01';'003';'007';916;0;0;0;0;916;721;0;0;0;0;721;0;721;0;0;2;719;916;721;0;721;0;2;719;0;0;0;0;0;0;0
50109;'J';'01';'003';'008';788;0;0;0;0;788;582;0;0;0;0;582;0;582;0;0;2;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50110;'L';'01';'003';'008';788;0;0;0;0;788;582;0;0;0;0;582;0;582;0;0;34;548;785;582;0;582;0;34;548;3;0;0;0;0;0;0
50111;'J';'01';'003';'009';830;0;0;0;0;830;652;0;0;0;0;652;0;652;0;0;5;647;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50112;'L';'01';'003';'009';830;0;0;0;0;830;652;0;0;0;0;652;0;652;0;0;4;648;828;652;0;652;0;4;648;2;0;0;0;0;0;0
50113;'J';'01';'003';'010';843;0;0;0;0;843;686;0;0;0;0;686;0;677;0;-9;3;674;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50114;'L';'01';'003';'010';843;0;0;0;0;843;679;0;0;0;0;679;0;679;0;0;3;676;842;678;0;678;0;3;675;1;1;0;1;0;0;1
50115;'J';'01';'003';'011';989;0;0;0;0;989;779;0;0;0;0;779;0;775;0;-4;3;772;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50116;'L';'01';'003';'011';989;0;0;0;0;989;779;0;0;0;0;779;0;777;0;0;3;774;988;778;0;776;-2;3;773;1;1;0;1;0;0;1
50117;'J';'01';'003';'012';938;0;0;0;0;938;774;0;0;0;0;774;0;774;0;0;2;772;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50118;'L';'01';'003';'012';938;0;0;0;0;938;774;0;0;0;0;774;0;774;0;0;1;773;936;773;0;773;0;1;772;2;1;0;1;0;0;1
50119;'J';'01';'003';'013';905;0;0;0;0;905;752;0;0;0;0;752;0;750;0;-2;7;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50120;'L';'01';'003';'013';905;0;0;0;0;905;752;0;0;0;0;752;0;751;0;0;6;745;905;752;0;751;-1;6;745;0;0;0;0;0;0;0
50121;'J';'01';'003';'014';857;0;0;0;0;857;704;0;0;0;0;704;0;703;0;-1;6;697;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50122;'L';'01';'003';'014';857;0;0;0;0;857;704;0;0;0;0;704;1;704;0;0;6;698;856;703;1;703;0;5;698;1;1;0;1;0;1;0
50123;'J';'01';'003';'015';747;0;0;0;0;747;619;0;0;0;0;619;1;619;0;0;2;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50124;'L';'01';'003';'015';747;0;0;0;0;747;619;0;0;0;0;619;0;619;0;0;2;617;745;617;0;617;0;1;616;2;2;0;2;0;1;1
50125;'J';'01';'003';'016';796;0;0;0;0;796;672;0;0;0;0;672;0;672;0;0;3;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50126;'L';'01';'003';'016';796;0;0;0;0;796;672;0;0;0;0;672;0;672;0;0;4;668;796;672;0;672;0;4;668;0;0;0;0;0;0;0
50127;'J';'01';'003';'017';826;0;0;0;0;826;698;0;0;0;0;698;0;698;0;0;2;696;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50128;'L';'01';'003';'017';826;0;0;0;0;826;698;0;0;0;0;698;0;698;0;0;1;697;823;695;0;695;0;1;694;3;3;0;3;0;0;3
50129;'J';'01';'003';'018';916;0;0;0;0;916;745;0;0;0;0;745;0;745;0;0;5;740;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50130;'L';'01';'003';'018';916;0;0;0;0;916;745;0;0;0;0;745;0;745;0;0;6;739;915;745;0;745;0;6;739;1;0;0;0;0;0;0
50131;'J';'01';'003';'019';1033;0;0;0;0;1033;857;0;0;0;0;857;0;854;0;-3;2;852;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50132;'L';'01';'003';'019';1033;0;0;0;0;1033;857;0;0;0;0;857;0;854;0;0;0;854;1032;856;0;853;-3;0;853;1;1;0;1;0;0;1
50133;'J';'01';'003';'020';1013;0;0;0;0;1013;786;0;0;0;0;786;0;785;0;-1;2;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50134;'L';'01';'003';'020';1013;0;0;0;0;1013;786;0;0;0;0;786;0;786;0;0;5;781;1008;781;0;781;0;5;776;5;5;0;5;0;0;5
50135;'J';'01';'003';'021';784;0;0;0;0;784;609;0;0;0;0;609;0;609;0;0;2;607;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50136;'L';'01';'003';'021';784;0;0;0;0;784;609;0;0;0;0;609;0;609;0;0;1;608;780;605;0;605;0;1;604;4;4;0;4;0;0;4
50137;'J';'01';'003';'022';1022;0;0;0;0;1022;808;0;0;0;0;808;0;807;0;-1;4;803;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50138;'L';'01';'003';'022';1022;0;0;0;0;1022;808;0;0;0;0;808;0;808;0;0;2;806;1019;807;0;807;0;2;805;3;1;0;1;0;0;1
50139;'J';'01';'003';'023';829;0;0;0;0;829;715;0;0;0;0;715;0;714;0;-1;1;713;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50140;'L';'01';'003';'023';829;0;0;0;0;829;716;0;0;0;0;716;0;716;0;0;0;716;828;715;0;715;0;0;715;1;1;0;1;0;0;1
50141;'J';'01';'003';'024';793;0;0;0;0;793;663;0;0;0;0;663;0;660;0;-3;5;655;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50142;'L';'01';'003';'024';793;0;0;0;0;793;663;0;0;0;0;663;0;662;0;0;3;659;789;661;0;660;-1;3;657;4;2;0;2;0;0;2
50143;'J';'01';'003';'025';776;0;0;0;0;776;566;0;0;0;0;566;0;564;0;-2;8;556;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50144;'L';'01';'003';'025';776;0;0;0;0;776;566;0;0;0;0;566;0;567;0;0;16;551;774;564;0;565;1;15;550;2;2;0;2;0;1;1
50145;'J';'01';'003';'026';778;0;0;0;0;778;613;0;0;0;0;613;0;613;0;0;4;609;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50146;'L';'01';'003';'026';778;0;0;0;0;778;613;0;0;0;0;613;0;612;0;0;2;610;777;612;0;612;0;2;610;1;1;0;0;0;0;0
50147;'J';'01';'003';'027';843;0;0;0;0;843;701;0;0;0;0;701;0;699;0;-2;3;696;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50148;'L';'01';'003';'027';843;0;0;0;0;843;701;0;0;0;0;701;0;699;0;0;1;698;841;699;0;697;-2;1;696;2;2;0;2;0;0;2
50149;'J';'01';'003';'028';867;0;0;0;0;867;690;0;0;0;0;690;0;690;0;0;7;683;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50150;'L';'01';'003';'028';867;0;0;0;0;867;690;0;0;0;0;690;0;690;0;0;3;687;865;688;0;688;0;3;685;2;2;0;2;0;0;2
50151;'J';'01';'003';'029';865;0;0;0;0;865;677;0;0;0;0;677;0;677;0;0;8;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50152;'L';'01';'003';'029';865;0;0;0;0;865;677;0;0;0;0;677;0;677;0;0;2;675;863;675;0;675;0;2;673;2;2;0;2;0;0;2
50153;'J';'01';'003';'030';909;0;0;0;0;909;741;0;0;0;0;741;0;740;0;-1;2;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50154;'L';'01';'003';'030';909;0;0;0;0;909;741;0;0;0;0;741;0;740;0;0;3;737;909;741;0;740;-1;3;737;0;0;0;0;0;0;0
50155;'J';'01';'003';'031';870;0;0;0;0;870;646;0;0;0;0;646;0;646;0;0;5;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50156;'L';'01';'003';'031';870;0;0;0;0;870;646;0;0;0;0;646;0;646;0;0;2;644;868;645;0;645;0;2;643;2;1;0;1;0;0;1
50157;'J';'01';'003';'032';984;0;0;0;0;984;778;0;0;0;0;778;0;777;0;-1;8;769;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50158;'L';'01';'003';'032';984;0;0;0;0;984;778;0;0;0;0;778;0;778;0;0;3;775;984;778;0;778;0;3;775;0;0;0;0;0;0;0
50159;'J';'01';'003';'033';871;0;0;0;0;871;686;0;0;0;0;686;0;680;0;-6;6;674;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50160;'L';'01';'003';'033';871;0;0;0;0;871;686;0;0;0;0;686;0;687;0;0;14;673;868;683;0;684;1;13;671;3;3;0;3;0;1;2
50161;'J';'01';'003';'034';813;0;0;0;0;813;620;0;0;0;0;620;0;620;0;0;2;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50162;'L';'01';'003';'034';813;0;0;0;0;813;620;0;0;0;0;620;0;620;0;0;1;619;812;619;0;619;0;1;618;1;1;0;1;0;0;1
50163;'J';'01';'003';'035';821;0;0;0;0;821;605;0;0;0;0;605;0;605;0;0;10;595;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50164;'L';'01';'003';'035';821;0;0;0;0;821;605;0;0;0;0;605;0;605;0;0;5;600;819;603;0;603;0;3;600;2;2;0;2;0;2;0
50165;'J';'01';'003';'036';815;0;0;0;0;815;647;0;0;0;0;647;0;647;0;0;4;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50166;'L';'01';'003';'036';815;0;0;0;0;815;647;0;0;0;0;647;0;648;0;0;16;632;815;647;0;648;1;16;632;0;0;0;0;0;0;0
50167;'J';'01';'003';'037';911;0;0;0;0;911;752;0;0;0;0;752;0;752;0;0;11;741;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50168;'L';'01';'003';'037';911;0;0;0;0;911;752;0;0;0;0;752;0;752;0;0;5;747;907;748;0;748;0;3;745;4;4;0;4;0;2;2
50169;'J';'01';'003';'038';778;0;0;0;0;778;605;0;0;0;0;605;0;605;0;0;6;599;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50170;'L';'01';'003';'038';778;0;0;0;0;778;605;0;0;0;0;605;0;605;0;0;4;601;775;602;0;602;0;4;598;3;3;0;3;0;0;3
50171;'J';'01';'003';'039';811;0;0;0;0;811;661;0;0;0;0;661;0;661;0;0;6;655;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50172;'L';'01';'003';'039';811;0;0;0;0;811;661;0;0;0;0;661;0;661;0;0;5;656;809;661;0;661;0;5;656;2;0;0;0;0;0;0
50173;'J';'01';'003';'040';735;0;0;0;0;735;556;0;0;0;0;556;0;556;0;0;9;547;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50174;'L';'01';'003';'040';735;0;0;0;0;735;556;0;0;0;0;556;0;556;0;0;7;549;735;556;0;556;0;7;549;0;0;0;0;0;0;0
50175;'J';'01';'003';'041';829;0;0;0;0;829;617;0;0;0;0;617;0;618;0;1;19;599;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50176;'L';'01';'003';'041';829;0;0;0;0;829;617;0;0;0;0;617;0;617;0;0;5;612;826;615;0;615;0;5;610;3;2;0;2;0;0;2
50177;'J';'01';'003';'042';717;0;5029;0;0;717;343;4748;4725;0;0;343;0;340;0;-3;3;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50178;'L';'01';'003';'042';717;0;5029;0;0;717;343;4748;4719;0;0;343;0;341;0;0;0;341;714;343;0;341;-2;0;341;3;0;0;0;0;0;0
50179;'J';'01';'003';'043';1062;0;0;0;0;1062;799;0;0;0;0;799;0;789;0;-10;5;784;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50180;'L';'01';'003';'043';1062;0;0;0;0;1062;799;0;0;0;0;799;0;788;0;0;6;782;1059;796;0;785;-11;6;779;3;3;0;3;0;0;3
50181;'J';'01';'003';'044';1019;0;0;0;0;1019;809;0;0;0;0;809;0;805;0;-4;10;795;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50182;'L';'01';'003';'044';1019;0;0;0;0;1019;809;0;0;0;0;809;1;805;0;0;2;803;1017;807;1;803;-4;2;801;2;2;0;2;0;0;2
50183;'J';'01';'003';'045';942;0;0;0;0;942;702;0;0;0;0;702;0;701;0;-1;2;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50184;'L';'01';'003';'045';942;0;0;0;0;942;702;0;0;0;0;702;0;702;0;0;25;677;940;700;0;702;2;25;677;2;2;0;0;0;0;0
50185;'J';'01';'003';'046';1053;0;0;0;0;1053;809;0;0;0;0;809;0;806;0;-3;7;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50186;'L';'01';'003';'046';1053;0;0;0;0;1053;809;0;0;0;0;809;0;809;0;0;2;807;1052;808;0;808;0;2;806;1;1;0;1;0;0;1
50187;'J';'01';'003';'047';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50188;'L';'01';'003';'047';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50189;'J';'01';'003';'048';818;0;0;0;0;818;597;0;0;0;0;597;0;591;0;-6;6;585;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50190;'L';'01';'003';'048';818;0;0;0;0;818;597;0;0;0;0;597;0;592;0;0;2;590;816;596;0;591;-5;2;589;2;1;0;1;0;0;1
50191;'J';'01';'003';'049';868;0;0;0;0;868;687;0;0;0;0;687;0;687;0;0;9;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50192;'L';'01';'003';'049';868;0;0;0;0;868;687;0;0;0;0;687;0;687;0;0;5;682;868;687;0;687;0;5;682;0;0;0;0;0;0;0
50193;'J';'01';'003';'050';846;0;0;0;0;846;679;0;0;0;0;679;3;678;0;-1;11;667;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50194;'L';'01';'003';'050';846;0;0;0;0;846;679;0;0;0;0;679;0;678;0;0;1;677;842;675;0;674;-1;1;673;4;4;0;4;0;0;4
50195;'J';'01';'003';'051';789;0;0;0;0;789;607;0;0;0;0;607;0;607;0;0;5;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50196;'L';'01';'003';'051';789;0;0;0;0;789;607;0;0;0;0;607;0;607;0;0;1;606;786;605;0;605;0;1;604;3;2;0;2;0;0;2
50197;'J';'01';'003';'052';872;0;0;0;0;872;699;0;0;0;0;699;0;699;0;0;6;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50198;'L';'01';'003';'052';872;0;0;0;0;872;699;0;0;0;0;699;0;699;0;0;3;696;870;697;0;697;0;3;694;2;2;0;2;0;0;2
50199;'J';'01';'003';'053';710;0;0;0;0;710;591;0;0;0;0;591;0;591;0;0;7;584;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50200;'L';'01';'003';'053';710;0;0;0;0;710;591;0;0;0;0;591;0;591;0;0;3;588;710;591;0;591;0;3;588;0;0;0;0;0;0;0
50581;'J';'01';'003';'054';908;0;0;0;0;908;731;0;0;0;0;731;0;730;0;-1;6;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50582;'L';'01';'003';'054';908;0;0;0;0;908;731;0;0;0;0;731;0;731;0;0;3;728;907;730;0;730;0;3;727;1;1;0;1;0;0;1
50583;'J';'01';'003';'055';865;0;0;0;0;865;667;0;0;0;0;667;0;666;0;-1;4;662;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50584;'L';'01';'003';'055';865;0;0;0;0;865;667;0;0;0;0;667;0;667;0;0;2;665;865;667;0;667;0;2;665;0;0;0;0;0;0;0
50585;'J';'01';'003';'056';839;0;0;0;0;839;645;0;0;0;0;645;0;644;0;-1;4;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50586;'L';'01';'003';'056';839;0;0;0;0;839;645;0;0;0;0;645;0;645;0;0;6;639;838;644;0;644;0;5;639;1;1;0;1;0;1;0
50587;'J';'01';'003';'057';943;0;0;0;0;943;704;0;0;0;0;704;0;704;0;0;6;698;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50588;'L';'01';'003';'057';943;0;0;0;0;943;704;0;0;0;0;704;0;704;0;0;4;700;943;704;0;704;0;4;700;0;0;0;0;0;0;0
50589;'J';'01';'003';'058';817;0;0;0;0;817;604;0;0;0;0;604;0;603;0;-1;8;595;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50590;'L';'01';'003';'058';817;0;0;0;0;817;604;0;0;0;0;604;0;603;0;0;3;600;817;604;0;603;-1;3;600;0;0;0;0;0;0;0
50591;'J';'01';'003';'059';764;0;0;0;0;764;671;0;0;0;0;671;0;669;0;-2;4;665;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50592;'L';'01';'003';'059';764;0;0;0;0;764;671;0;0;0;0;671;0;669;0;0;3;666;763;670;0;669;-1;3;666;1;1;0;0;0;0;0
50593;'J';'01';'003';'060';848;0;0;0;0;848;669;0;0;0;0;669;0;669;0;0;6;663;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50594;'L';'01';'003';'060';848;0;0;0;0;848;670;0;0;0;0;670;0;670;0;0;2;668;847;669;0;669;0;2;667;1;1;0;1;0;0;1
50595;'J';'01';'003';'061';866;0;0;0;0;866;690;0;0;0;0;690;0;690;0;0;6;684;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50596;'L';'01';'003';'061';866;0;0;0;0;866;690;0;0;0;0;690;0;690;0;0;1;689;866;690;0;690;0;1;689;0;0;0;0;0;0;0
50597;'J';'01';'003';'062';884;0;0;0;0;884;618;0;0;0;0;618;0;616;0;-2;2;614;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50598;'L';'01';'003';'062';884;0;0;0;0;884;618;0;0;0;0;618;0;617;0;0;0;617;884;618;0;617;-1;0;617;0;0;0;0;0;0;0
50599;'J';'01';'003';'063';874;0;0;0;0;874;637;0;0;0;0;637;0;634;0;-3;10;624;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50600;'L';'01';'003';'063';874;0;0;0;0;874;637;0;0;0;0;637;0;637;0;0;2;635;874;637;0;637;0;2;635;0;0;0;0;0;0;0
50601;'J';'01';'003';'064';733;0;0;0;0;733;569;0;0;0;0;569;0;567;0;-2;0;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50602;'L';'01';'003';'064';733;0;0;0;0;733;569;0;0;0;0;569;0;569;0;0;1;568;733;569;0;569;0;1;568;0;0;0;0;0;0;0
50603;'J';'01';'003';'065';982;0;0;0;0;982;814;0;0;0;0;814;0;805;0;-9;4;801;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50604;'L';'01';'003';'065';982;0;0;0;0;982;814;0;0;0;0;814;1;809;0;0;4;805;979;813;1;808;-5;4;804;3;1;0;1;0;0;1
50605;'J';'01';'003';'066';831;0;0;0;0;831;648;0;0;0;0;648;1;645;0;-3;5;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50606;'L';'01';'003';'066';831;0;0;0;0;831;648;0;0;0;0;648;2;646;0;0;4;642;827;644;1;643;-1;4;639;4;4;1;3;0;0;3
50607;'J';'01';'003';'067';821;0;0;0;0;821;648;0;0;0;0;648;0;647;0;-1;4;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50608;'L';'01';'003';'067';821;0;0;0;0;821;648;0;0;0;0;648;0;648;0;0;2;646;820;648;0;648;0;2;646;1;0;0;0;0;0;0
50609;'J';'01';'003';'068';791;0;0;0;0;791;650;0;0;0;0;650;0;650;0;0;5;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50610;'L';'01';'003';'068';791;0;0;0;0;791;650;0;0;0;0;650;0;650;0;0;3;647;790;650;0;650;0;3;647;1;0;0;0;0;0;0
50611;'J';'01';'003';'069';799;0;0;0;0;799;649;0;0;0;0;649;0;649;0;0;3;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50612;'L';'01';'003';'069';799;0;0;0;0;799;649;0;0;0;0;649;0;649;0;0;3;646;799;649;0;649;0;3;646;0;0;0;0;0;0;0
50613;'J';'01';'003';'070';871;0;0;0;0;871;698;0;0;0;0;698;0;697;0;-1;4;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50614;'L';'01';'003';'070';871;0;0;0;0;871;698;0;0;0;0;698;1;696;0;0;2;694;868;695;1;693;-2;2;691;3;3;0;3;0;0;3
50615;'J';'01';'003';'071';917;0;0;0;0;917;744;0;0;0;0;744;0;744;0;0;3;741;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50616;'L';'01';'003';'071';917;0;0;0;0;917;744;0;0;0;0;744;0;744;0;0;2;742;917;744;0;744;0;2;742;0;0;0;0;0;0;0
50617;'J';'01';'003';'072';921;0;0;0;0;921;756;0;0;0;0;756;0;756;0;0;4;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50618;'L';'01';'003';'072';921;0;0;0;0;921;756;0;0;0;0;756;0;755;0;0;4;751;918;753;0;753;0;4;749;3;3;0;2;0;0;2
50619;'J';'01';'003';'073';862;0;0;0;0;862;727;0;0;0;0;727;0;727;0;0;6;721;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50620;'L';'01';'003';'073';862;0;0;0;0;862;727;0;0;0;0;727;1;726;0;0;4;722;862;727;1;726;-1;4;722;0;0;0;0;0;0;0
50621;'J';'01';'003';'074';891;0;0;0;0;891;774;0;0;0;0;774;0;774;0;0;6;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50622;'L';'01';'003';'074';891;0;0;0;0;891;774;0;0;0;0;774;0;775;0;0;13;762;891;774;0;775;1;13;762;0;0;0;0;0;0;0
50623;'J';'01';'003';'075';746;0;0;0;0;746;642;0;0;0;0;642;0;640;0;-2;4;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50624;'L';'01';'003';'075';746;0;0;0;0;746;642;0;0;0;0;642;0;642;0;0;3;639;746;642;0;642;0;3;639;0;0;0;0;0;0;0
50625;'J';'01';'003';'076';970;0;0;0;0;970;810;0;0;0;0;810;1;809;0;-1;5;804;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50626;'L';'01';'003';'076';970;0;0;0;0;970;810;0;0;0;0;810;0;809;0;0;3;806;970;810;0;809;-1;3;806;0;0;0;0;0;0;0
50627;'J';'01';'003';'077';874;0;0;0;0;874;725;0;0;0;0;725;0;724;0;-1;4;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50628;'L';'01';'003';'077';874;0;0;0;0;874;725;0;0;0;0;725;0;724;0;0;3;721;874;725;0;724;-1;3;721;0;0;0;0;0;0;0
50629;'J';'01';'003';'078';828;0;0;0;0;828;690;0;0;0;0;690;0;689;0;-1;4;685;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50630;'L';'01';'003';'078';828;0;0;0;0;828;690;0;0;0;0;690;0;689;0;0;2;687;826;689;0;688;-1;2;686;2;1;0;1;0;0;1
50631;'J';'01';'003';'079';913;0;0;0;0;913;752;0;0;0;0;752;0;752;0;0;6;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50632;'L';'01';'003';'079';913;0;0;0;0;913;752;0;0;0;0;752;1;749;0;0;0;749;912;751;1;748;-3;0;748;1;1;0;1;0;0;1
50633;'J';'01';'003';'080';840;0;0;0;0;840;694;0;0;0;0;694;0;694;0;0;3;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0
