jfid;jlid;nemz;pa;pf;po;pk;pl;pm;pn
52016;9;5;'89';'81';'0';'81';'0';'5';'76'
52018;9;5;'100';'82';'0';'82';'0';'4';'78'
52020;9;5;'2';'2';'0';'2';'0';'0';'2'
52022;9;5;'1';'1';'0';'1';'0';'0';'1'
52024;9;5;'3';'3';'0';'3';'0';'0';'3'
52026;13;13;'2';'0';'0';'0';'0';'0';'0'
52028;9;5;'1';'1';'0';'1';'0';'0';'1'
52032;5;7;'3';'0';'0';'0';'0';'0';'0'
52034;9;5;'1';'1';'0';'1';'0';'1';'0'
52036;10;11;'1';'1';'0';'1';'0';'0';'1'
52038;5;7;'1';'1';'0';'1';'0';'0';'1'
52042;9;5;'5';'5';'0';'5';'0';'0';'5'
52042;26;12;'1';'1';'0';'1';'0';'0';'1'
52048;5;7;'2';'0';'0';'0';'0';'0';'0'
52050;5;7;'1';'1';'0';'1';'0';'1';'0'
52050;33;6;'2';'2';'0';'2';'0';'1';'1'
52052;9;5;'1';'1';'0';'1';'0';'0';'1'
52058;9;5;'1';'0';'0';'0';'0';'0';'0'
52060;9;5;'1';'1';'0';'0';'-1';'0';'0'
52062;9;5;'1';'1';'0';'1';'0';'0';'1'
52064;9;5;'1';'1';'0';'1';'0';'0';'1'
52066;9;5;'1';'1';'0';'1';'0';'0';'1'
52070;9;5;'0';'0';'0';'0';'0';'0';'0'
52076;9;5;'1';'1';'0';'1';'0';'0';'1'
52078;3;9;'1';'1';'0';'1';'0';'0';'1'
52080;3;9;'1';'1';'0';'1';'0';'1';'0'
52082;5;7;'1';'0';'0';'0';'0';'0';'0'
52084;9;5;'1';'0';'0';'0';'0';'0';'0'
52090;9;5;'1';'1';'0';'1';'0';'0';'1'
52104;11;10;'1';'1';'0';'1';'0';'0';'1'
52111;5;7;'1';'0';'0';'0';'0';'0';'0'
52118;5;7;'1';'1';'0';'1';'0';'0';'1'
52122;5;7;'1';'1';'0';'1';'0';'1';'0'
52142;5;7;'1';'1';'0';'1';'0';'0';'1'
52170;5;7;'27';'20';'0';'20';'0';'11';'9'
52170;9;5;'1';'1';'0';'1';'0';'0';'1'
52172;5;7;'21';'4';'0';'4';'0';'1';'3'
52176;6;3;'30';'21';'0';'21';'0';'3';'18'
52190;26;12;'1';'1';'0';'1';'0';'0';'1'
52226;6;3;'9';'9';'0';'9';'0';'0';'9'
52230;5;7;'1';'0';'0';'0';'0';'0';'0'
52230;9;5;'2';'1';'0';'1';'0';'0';'1'
52232;9;5;'1';'0';'0';'0';'0';'0';'0'
52248;5;7;'1';'1';'0';'1';'0';'0';'1'
52254;26;12;'6';'4';'0';'4';'0';'0';'4'
52260;6;3;'1';'1';'0';'1';'0';'0';'1'
52260;9;5;'1';'1';'0';'1';'0';'1';'0'
52268;5;7;'1';'1';'0';'1';'0';'0';'1'
52276;9;5;'1';'0';'0';'0';'0';'0';'0'
52278;6;3;'1';'1';'0';'1';'0';'0';'1'
52284;9;5;'21';'19';'0';'19';'0';'0';'19'
52316;9;5;'6';'5';'0';'5';'0';'0';'5'
52318;9;5;'1';'1';'0';'1';'0';'0';'1'
52330;5;7;'3';'1';'0';'1';'0';'0';'1'
52332;5;7;'3';'2';'0';'2';'0';'2';'0'
52334;5;7;'4';'3';'0';'3';'0';'1';'2'
52336;5;7;'4';'2';'0';'2';'0';'1';'1'
52340;5;7;'1';'0';'0';'0';'0';'0';'0'
52344;5;7;'4';'2';'0';'2';'0';'2';'0'
52346;5;7;'20';'12';'0';'12';'0';'2';'10'
52350;5;7;'0';'0';'0';'0';'0';'0';'0'
52350;9;5;'0';'0';'0';'0';'0';'0';'0'
52350;11;10;'0';'0';'0';'0';'0';'0';'0'
52352;5;7;'55';'28';'0';'26';'-2';'11';'15'
52354;5;7;'9';'4';'0';'4';'0';'1';'3'
52356;5;7;'1';'1';'0';'1';'0';'0';'1'
52358;5;7;'1';'0';'0';'0';'0';'0';'0'
52360;5;7;'8';'0';'0';'0';'0';'0';'0'
52362;5;7;'10';'2';'0';'2';'0';'1';'1'
52364;5;7;'3';'1';'0';'1';'0';'0';'1'
52366;5;7;'5';'0';'0';'0';'0';'0';'0'
52368;5;7;'2';'0';'0';'0';'0';'0';'0'
52370;5;7;'2';'2';'0';'2';'0';'2';'0'
52374;5;7;'1';'1';'0';'1';'0';'1';'0'
52376;5;7;'1';'1';'0';'1';'0';'0';'1'
52378;5;7;'9';'2';'0';'2';'0';'1';'1'
52380;5;7;'1';'1';'0';'1';'0';'0';'1'
52382;5;7;'1';'1';'0';'1';'0';'0';'1'
52388;5;7;'1';'0';'0';'0';'0';'0';'0'
52392;5;7;'25';'9';'0';'9';'0';'2';'7'
52394;5;7;'6';'1';'0';'1';'0';'0';'1'
52404;2;2;'5';'3';'0';'2';'-1';'2';'0'
52406;5;7;'1';'0';'0';'0';'0';'0';'0'
52430;9;5;'1';'1';'0';'1';'0';'0';'1'
52436;9;5;'29';'26';'0';'26';'0';'3';'23'
52438;9;5;'47';'42';'0';'42';'0';'3';'39'
52440;9;5;'46';'42';'0';'42';'0';'1';'41'
52442;9;5;'1';'1';'0';'1';'0';'0';'1'
52446;9;5;'1';'1';'0';'1';'0';'0';'1'
52450;9;5;'21';'21';'0';'21';'0';'2';'19'
52458;9;5;'1';'1';'0';'1';'0';'0';'1'
52466;5;7;'9';'4';'0';'4';'0';'4';'0'
52468;5;7;'2';'0';'0';'0';'0';'0';'0'
52468;9;5;'2';'1';'0';'1';'0';'0';'1'
52472;5;7;'2';'0';'0';'0';'0';'0';'0'
52472;7;4;'2';'2';'0';'2';'0';'2';'0'
52472;9;5;'2';'1';'0';'1';'0';'0';'1'
52478;5;7;'1';'1';'0';'1';'0';'0';'1'
52478;9;5;'1';'1';'0';'1';'0';'0';'1'
52490;5;7;'1';'1';'0';'1';'0';'0';'1'
52490;9;5;'30';'23';'0';'23';'0';'7';'16'
52490;10;11;'1';'1';'0';'1';'0';'1';'0'
52492;9;5;'34';'22';'0';'22';'0';'2';'20'
52494;5;7;'2';'0';'0';'0';'0';'0';'0'
52494;9;5;'15';'14';'0';'14';'0';'4';'10'
52496;5;7;'1';'0';'0';'0';'0';'0';'0'
52496;9;5;'16';'10';'0';'9';'-1';'2';'7'
52498;9;5;'4';'4';'0';'4';'0';'1';'3'
52500;9;5;'5';'3';'0';'3';'0';'1';'2'
52502;9;5;'3';'3';'0';'3';'0';'0';'3'
52504;9;5;'4';'3';'0';'3';'0';'0';'3'
52514;5;7;'1';'0';'0';'0';'0';'0';'0'
52514;9;5;'1';'1';'0';'1';'0';'0';'1'
52520;9;5;'32';'28';'0';'28';'0';'2';'26'
52522;9;5;'49';'42';'0';'42';'0';'4';'38'
52532;9;5;'1';'1';'0';'1';'0';'0';'1'
52534;9;5;'2';'2';'0';'2';'0';'0';'2'
52536;9;5;'1';'1';'0';'1';'0';'0';'1'
52538;2;2;'1';'1';'0';'1';'0';'0';'1'
52538;9;5;'2';'2';'0';'2';'0';'0';'2'
52540;10;11;'1';'1';'0';'1';'0';'0';'1'
52544;5;7;'1';'0';'0';'0';'0';'0';'0'
52560;10;11;'32';'29';'0';'27';'-2';'13';'14'
52568;9;5;'1';'1';'0';'1';'0';'0';'1'
52570;5;7;'4';'4';'0';'4';'0';'1';'3'
52570;9;5;'1';'1';'0';'1';'0';'0';'1'
52572;11;10;'54';'50';'0';'50';'0';'0';'50'
52574;9;5;'1';'1';'0';'1';'0';'0';'1'
52578;10;11;'1';'1';'1';'0';'-1';'0';'0'
52590;9;5;'4';'4';'0';'4';'0';'0';'4'
52594;9;5;'1';'1';'0';'1';'0';'0';'1'
52596;3;9;'1';'1';'0';'1';'0';'0';'1'
52596;10;11;'1';'1';'0';'1';'0';'1';'0'
52606;6;3;'1';'1';'0';'1';'0';'0';'1'
52606;9;5;'157';'119';'0';'119';'0';'10';'109'
52610;5;7;'1';'0';'0';'0';'0';'0';'0'
52618;5;7;'11';'5';'0';'5';'0';'1';'4'
52626;5;7;'1';'0';'0';'0';'0';'0';'0'
52630;5;7;'1';'1';'0';'1';'0';'0';'1'
52638;6;3;'46';'36';'0';'36';'0';'0';'36'
52640;9;5;'2';'2';'0';'2';'0';'0';'2'
52656;5;7;'1';'0';'0';'0';'0';'0';'0'
52656;6;3;'22';'16';'0';'16';'0';'4';'12'
52662;6;3;'1';'1';'0';'1';'0';'0';'1'
52662;9;5;'1';'0';'0';'0';'0';'0';'0'
52664;10;11;'2';'2';'0';'2';'0';'0';'2'
52682;9;5;'1';'1';'0';'1';'0';'0';'1'
52692;5;7;'5';'2';'0';'2';'0';'0';'2'
52692;13;13;'1';'0';'0';'0';'0';'0';'0'
52698;5;7;'1';'0';'0';'0';'0';'0';'0'
52708;5;7;'2';'2';'0';'2';'0';'1';'1'
52708;13;13;'2';'2';'0';'1';'-1';'0';'1'
52720;5;7;'3';'1';'0';'1';'0';'0';'1'
52734;5;7;'6';'3';'0';'3';'0';'1';'2'
52736;5;7;'20';'10';'0';'10';'0';'6';'4'
52738;5;7;'9';'1';'0';'1';'0';'0';'1'
52760;5;7;'1';'0';'0';'0';'0';'0';'0'
52768;6;3;'0';'0';'0';'0';'0';'0';'0'
52768;7;4;'0';'0';'0';'0';'0';'0';'0'
52768;9;5;'0';'0';'0';'0';'0';'0';'0'
52772;6;3;'1';'1';'0';'1';'0';'0';'1'
52784;9;5;'1';'1';'0';'1';'0';'0';'1'
52794;26;12;'5';'4';'0';'4';'0';'0';'4'
52796;9;5;'1';'1';'0';'1';'0';'0';'1'
52800;6;3;'1';'1';'0';'1';'0';'0';'1'
52806;26;12;'2';'2';'0';'2';'0';'0';'2'
52808;26;12;'6';'4';'0';'4';'0';'0';'4'
52810;26;12;'5';'5';'0';'5';'0';'0';'5'
52812;9;5;'1';'1';'0';'1';'0';'0';'1'
52812;26;12;'6';'6';'0';'6';'0';'0';'6'
52814;26;12;'1';'1';'0';'1';'0';'0';'1'
52816;26;12;'12';'8';'0';'8';'0';'1';'7'
52818;26;12;'8';'8';'0';'8';'0';'0';'8'
52822;26;12;'32';'27';'0';'27';'0';'2';'25'
52824;26;12;'1';'1';'0';'1';'0';'0';'1'
52828;9;5;'1';'0';'0';'0';'0';'0';'0'
52832;6;3;'63';'63';'0';'63';'0';'10';'53'
52838;9;5;'2';'2';'0';'2';'0';'0';'2'
52842;9;5;'1';'1';'0';'1';'0';'0';'1'
52846;9;5;'2';'2';'0';'2';'0';'0';'2'
52846;26;12;'2';'2';'0';'2';'0';'0';'2'
52848;9;5;'2';'1';'0';'1';'0';'0';'1'
52854;5;7;'6';'1';'0';'1';'0';'1';'0'
52854;9;5;'1';'1';'0';'1';'0';'0';'1'
52856;9;5;'1';'1';'0';'1';'0';'0';'1'
52856;26;12;'2';'2';'0';'2';'0';'0';'2'
52860;9;5;'1';'1';'1';'0';'-1';'0';'0'
52860;26;12;'1';'1';'0';'1';'0';'0';'1'
52862;5;7;'1';'0';'0';'0';'0';'0';'0'
52862;9;5;'1';'0';'0';'0';'0';'0';'0'
52866;5;7;'1';'0';'0';'0';'0';'0';'0'
52868;5;7;'1';'0';'0';'0';'0';'0';'0'
52870;5;7;'3';'2';'0';'2';'0';'1';'1'
52870;6;3;'2';'2';'0';'2';'0';'0';'2'
52872;5;7;'1';'0';'0';'0';'0';'0';'0'
52878;9;5;'1';'1';'0';'1';'0';'0';'1'
52880;9;5;'1';'1';'0';'1';'0';'0';'1'
52892;9;5;'99';'93';'0';'93';'0';'4';'89'
52894;9;5;'80';'75';'0';'75';'0';'8';'67'
52894;17;1;'1';'0';'0';'0';'0';'0';'0'
52896;9;5;'46';'39';'0';'39';'0';'2';'37'
52900;9;5;'62';'56';'0';'56';'0';'2';'54'
52902;9;5;'8';'7';'0';'7';'0';'0';'7'
52904;9;5;'10';'8';'0';'8';'0';'1';'7'
52906;9;5;'17';'14';'0';'14';'0';'1';'13'
52906;10;11;'2';'2';'0';'2';'0';'1';'1'
52908;9;5;'5';'4';'0';'4';'0';'0';'4'
52910;9;5;'4';'4';'0';'4';'0';'0';'4'
52912;9;5;'1';'1';'0';'1';'0';'0';'1'
52914;9;5;'2';'2';'0';'2';'0';'0';'2'
52916;9;5;'2';'2';'0';'2';'0';'0';'2'
52918;9;5;'3';'3';'0';'3';'0';'0';'3'
52920;9;5;'2';'2';'0';'2';'0';'0';'2'
52922;9;5;'2';'2';'0';'2';'0';'0';'2'
52928;9;5;'69';'64';'0';'64';'0';'1';'63'
52938;9;5;'1';'0';'0';'0';'0';'0';'0'
52940;9;5;'3';'3';'0';'3';'0';'0';'3'
52942;6;3;'1';'1';'0';'1';'0';'0';'1'
52946;9;5;'1';'1';'0';'1';'0';'0';'1'
52948;9;5;'1';'1';'0';'1';'0';'0';'1'
52950;9;5;'1';'1';'0';'1';'0';'0';'1'
52952;5;7;'0';'0';'0';'0';'0';'0';'0'
52952;9;5;'0';'0';'0';'0';'0';'0';'0'
52954;9;5;'2';'1';'0';'1';'0';'0';'1'
52962;9;5;'1';'1';'0';'1';'0';'0';'1'
52964;9;5;'1';'1';'0';'1';'0';'0';'1'
52966;9;5;'2';'1';'0';'1';'0';'0';'1'
52968;9;5;'1';'1';'0';'1';'0';'0';'1'
52972;10;11;'7';'7';'0';'7';'0';'0';'7'
52982;9;5;'1';'1';'0';'1';'0';'0';'1'
52984;9;5;'2';'2';'0';'2';'0';'0';'2'
52988;9;5;'12';'12';'0';'12';'0';'0';'12'
52992;9;5;'44';'39';'0';'39';'0';'2';'37'
52994;9;5;'41';'38';'0';'38';'0';'0';'38'
52998;9;5;'1';'1';'0';'1';'0';'0';'1'
52998;10;11;'9';'8';'0';'8';'0';'1';'7'
53000;9;5;'1';'1';'0';'1';'0';'0';'1'
53000;10;11;'10';'8';'0';'8';'0';'0';'8'
53002;10;11;'3';'3';'0';'3';'0';'0';'3'
53008;9;5;'3';'3';'0';'3';'0';'0';'3'
53014;9;5;'2';'2';'0';'2';'0';'0';'2'
53022;5;7;'0';'0';'0';'0';'0';'0';'0'
53022;9;5;'0';'0';'0';'0';'0';'0';'0'
53028;9;5;'1';'1';'0';'1';'0';'0';'1'
53028;13;13;'1';'0';'0';'0';'0';'0';'0'
53030;9;5;'1';'1';'0';'1';'0';'0';'1'
53032;5;7;'1';'0';'0';'0';'0';'0';'0'
53040;5;7;'1';'1';'0';'1';'0';'1';'0'
53040;9;5;'4';'4';'0';'4';'0';'1';'3'
53044;5;7;'1';'0';'0';'0';'0';'0';'0'
53044;9;5;'3';'3';'0';'3';'0';'0';'3'
53054;9;5;'63';'57';'0';'56';'-1';'8';'48'
53062;5;7;'0';'0';'0';'0';'0';'0';'0'
53062;6;3;'0';'0';'0';'0';'0';'0';'0'
53062;9;5;'0';'0';'0';'0';'0';'0';'0'
53062;10;11;'0';'0';'0';'0';'0';'0';'0'
53070;5;7;'1';'0';'0';'0';'0';'0';'0'
53080;9;5;'8';'5';'0';'5';'0';'0';'5'
53082;9;5;'21';'21';'0';'21';'0';'2';'19'
53082;33;6;'1';'0';'0';'0';'0';'0';'0'
53084;9;5;'8';'7';'0';'7';'0';'0';'7'
53086;9;5;'13';'11';'0';'11';'0';'0';'11'
53088;7;4;'1';'1';'0';'1';'0';'0';'1'
53088;9;5;'4';'4';'0';'4';'0';'0';'4'
53090;9;5;'6';'6';'0';'6';'0';'0';'6'
53104;5;7;'1';'1';'0';'1';'0';'1';'0'
53132;9;5;'20';'16';'0';'16';'0';'1';'15'
53134;9;5;'17';'16';'0';'16';'0';'2';'14'
53136;9;5;'14';'12';'0';'12';'0';'0';'12'
53142;5;7;'1';'1';'0';'1';'0';'1';'0'
53144;5;7;'1';'1';'0';'1';'0';'0';'1'
53146;3;9;'1';'0';'0';'0';'0';'0';'0'
53148;5;7;'9';'7';'0';'7';'0';'1';'6'
53152;5;7;'1';'1';'0';'1';'0';'0';'1'
53154;5;7;'1';'1';'0';'1';'0';'0';'1'
53158;5;7;'3';'3';'0';'3';'0';'0';'3'
53162;5;7;'1';'0';'0';'0';'0';'0';'0'
53162;13;13;'1';'1';'0';'1';'0';'0';'1'
53164;5;7;'1';'0';'0';'0';'0';'0';'0'
53170;13;13;'2';'1';'0';'1';'0';'0';'1'
53180;5;7;'1';'0';'0';'0';'0';'0';'0'
53184;5;7;'4';'3';'0';'3';'0';'2';'1'
53186;5;7;'5';'3';'0';'3';'0';'0';'3'
53188;5;7;'3';'2';'0';'2';'0';'0';'2'
53192;5;7;'1';'0';'0';'0';'0';'0';'0'
53196;5;7;'3';'3';'0';'3';'0';'2';'1'
53198;5;7;'8';'2';'0';'2';'0';'0';'2'
53200;5;7;'5';'5';'0';'5';'0';'1';'4'
53202;5;7;'1';'1';'0';'1';'0';'0';'1'
53206;5;7;'40';'29';'0';'29';'0';'13';'16'
53210;3;9;'2';'2';'0';'2';'0';'0';'2'
53212;5;7;'1';'1';'0';'1';'0';'0';'1'
53214;5;7;'2';'0';'0';'0';'0';'0';'0'
53224;5;7;'1';'1';'0';'1';'0';'1';'0'
53230;13;13;'1';'0';'0';'0';'0';'0';'0'
53232;5;7;'2';'0';'0';'0';'0';'0';'0'
53232;13;13;'2';'2';'0';'2';'0';'0';'2'
53234;5;7;'12';'1';'0';'1';'0';'0';'1'
53236;5;7;'1';'1';'0';'0';'-1';'0';'0'
53238;19;8;'1';'0';'0';'0';'0';'0';'0'
53240;5;7;'6';'3';'0';'3';'0';'0';'3'
53244;5;7;'4';'3';'0';'3';'0';'2';'1'
53244;9;5;'7';'7';'0';'7';'0';'0';'7'
53246;5;7;'1';'0';'0';'0';'0';'0';'0'
53246;9;5;'40';'34';'0';'34';'0';'0';'34'
53248;5;7;'1';'0';'0';'0';'0';'0';'0'
53248;9;5;'16';'15';'0';'15';'0';'0';'15'
53258;9;5;'1';'1';'0';'1';'0';'0';'1'
53264;5;7;'37';'25';'0';'25';'0';'14';'11'
53268;5;7;'1';'0';'0';'0';'0';'0';'0'
53270;3;9;'1';'0';'0';'0';'0';'0';'0'
53276;5;7;'6';'3';'0';'3';'0';'2';'1'
53281;9;5;'5';'5';'0';'5';'0';'0';'5'
53296;9;5;'45';'44';'0';'44';'0';'0';'44'
53300;9;5;'87';'58';'0';'58';'0';'16';'42'
53306;9;5;'72';'61';'0';'61';'0';'4';'57'
53308;9;5;'59';'53';'0';'53';'0';'4';'49'
53318;9;5;'138';'129';'0';'129';'0';'7';'122'
53320;13;13;'1';'1';'0';'1';'0';'1';'0'
53322;10;11;'1';'1';'0';'1';'0';'1';'0'
53322;13;13;'4';'4';'0';'4';'0';'1';'3'
53324;13;13;'4';'3';'0';'1';'-2';'0';'1'
53326;13;13;'2';'2';'0';'2';'0';'1';'1'
53328;13;13;'1';'0';'0';'0';'0';'0';'0'
53330;9;5;'1';'1';'0';'1';'0';'0';'1'
53332;13;13;'2';'2';'0';'2';'0';'0';'2'
53340;13;13;'1';'0';'0';'0';'0';'0';'0'
53342;9;5;'1';'0';'0';'0';'0';'0';'0'
53346;13;13;'3';'3';'0';'3';'0';'0';'3'
53348;13;13;'1';'0';'0';'0';'0';'0';'0'
53350;13;13;'12';'4';'0';'4';'0';'3';'1'
53362;7;4;'0';'0';'0';'0';'0';'0';'0'
53362;9;5;'0';'0';'0';'0';'0';'0';'0'
53362;33;6;'0';'0';'0';'0';'0';'0';'0'
53364;6;3;'1';'1';'0';'1';'0';'0';'1'
53364;9;5;'1';'1';'0';'1';'0';'0';'1'
53366;9;5;'1';'1';'0';'1';'0';'0';'1'
53366;33;6;'1';'1';'0';'1';'0';'0';'1'
53368;9;5;'4';'3';'0';'3';'0';'0';'3'
53370;9;5;'3';'3';'0';'3';'0';'0';'3'
53370;13;13;'1';'0';'0';'0';'0';'0';'0'
53372;9;5;'1';'0';'0';'0';'0';'0';'0'
53374;9;5;'1';'1';'0';'1';'0';'0';'1'
53380;9;5;'1';'1';'0';'1';'0';'0';'1'
53382;9;5;'3';'3';'0';'3';'0';'1';'2'
53384;9;5;'2';'2';'0';'2';'0';'0';'2'
53386;9;5;'7';'6';'0';'6';'0';'2';'4'
53390;9;5;'1';'1';'0';'1';'0';'1';'0'
53390;13;13;'1';'1';'0';'1';'0';'1';'0'
53396;7;4;'2';'1';'0';'1';'0';'0';'1'
53396;9;5;'5';'5';'0';'5';'0';'0';'5'
53398;9;5;'2';'2';'0';'2';'0';'1';'1'
53400;9;5;'3';'2';'0';'2';'0';'0';'2'
53402;9;5;'1';'1';'0';'1';'0';'0';'1'
53404;9;5;'5';'4';'0';'4';'0';'0';'4'
53404;13;13;'1';'0';'0';'0';'0';'0';'0'
53406;9;5;'2';'2';'0';'2';'0';'0';'2'
53408;5;7;'10';'4';'0';'4';'0';'2';'2'
53412;5;7;'3';'0';'0';'0';'0';'0';'0'
53416;5;7;'1';'1';'0';'1';'0';'0';'1'
53416;9;5;'1';'1';'0';'1';'0';'0';'1'
53436;9;5;'1';'1';'0';'1';'0';'0';'1'
53438;13;13;'1';'0';'0';'0';'0';'0';'0'
53440;5;7;'0';'0';'0';'0';'0';'0';'0'
53440;9;5;'0';'0';'0';'0';'0';'0';'0'
53448;13;13;'2';'2';'0';'2';'0';'0';'2'
53450;13;13;'1';'1';'0';'1';'0';'0';'1'
53454;13;13;'3';'3';'0';'3';'0';'0';'3'
53458;7;4;'1';'1';'0';'1';'0';'0';'1'
53458;9;5;'1';'1';'0';'1';'0';'1';'0'
53460;9;5;'1';'1';'0';'1';'0';'0';'1'
53462;9;5;'19';'19';'0';'19';'0';'3';'16'
53464;9;5;'23';'21';'0';'21';'0';'0';'21'
53466;9;5;'7';'6';'0';'6';'0';'0';'6'
53468;9;5;'14';'14';'0';'14';'0';'0';'14'
53474;7;4;'1';'1';'0';'1';'0';'1';'0'
53476;9;5;'1';'1';'0';'1';'0';'0';'1'
53478;9;5;'1';'1';'0';'1';'0';'0';'1'
53480;9;5;'60';'56';'0';'57';'1';'7';'50'
53482;9;5;'35';'28';'0';'28';'0';'2';'26'
53488;9;5;'3';'2';'0';'2';'0';'0';'2'
53498;9;5;'1';'1';'0';'1';'0';'0';'1'
53508;5;7;'2';'0';'0';'0';'0';'0';'0'
53510;9;5;'6';'6';'0';'6';'0';'0';'6'
53512;9;5;'12';'11';'0';'11';'0';'0';'11'
53514;9;5;'14';'13';'0';'13';'0';'1';'12'
53516;9;5;'3';'2';'0';'2';'0';'0';'2'
53518;9;5;'1';'1';'0';'1';'0';'0';'1'
53520;5;7;'1';'0';'0';'0';'0';'0';'0'
53520;9;5;'2';'2';'0';'2';'0';'0';'2'
53522;10;11;'7';'7';'0';'5';'-2';'0';'5'
53524;10;11;'1';'0';'0';'0';'0';'0';'0'
53526;5;7;'1';'1';'0';'1';'0';'1';'0'
53526;9;5;'1';'1';'0';'1';'0';'0';'1'
53526;10;11;'5';'5';'0';'5';'0';'3';'2'
53528;5;7;'1';'1';'0';'1';'0';'0';'1'
53530;5;7;'1';'0';'0';'0';'0';'0';'0'
53532;5;7;'1';'0';'0';'0';'0';'0';'0'
53532;10;11;'1';'1';'0';'1';'0';'0';'1'
53536;9;5;'13';'13';'0';'13';'0';'2';'11'
53540;10;11;'5';'4';'0';'4';'0';'0';'4'
53542;10;11;'10';'8';'0';'8';'0';'0';'8'
53544;9;5;'1';'1';'0';'1';'0';'0';'1'
53544;10;11;'7';'4';'0';'4';'0';'0';'4'
53548;9;5;'2';'0';'0';'0';'0';'0';'0'
53550;9;5;'2';'0';'0';'0';'0';'0';'0'
53560;5;7;'1';'0';'0';'0';'0';'0';'0'
53576;5;7;'1';'0';'0';'0';'0';'0';'0'
53580;9;5;'1';'1';'0';'1';'0';'0';'1'
53600;5;7;'2';'1';'0';'1';'0';'0';'1'
53602;5;7;'1';'0';'0';'0';'0';'0';'0'
53602;9;5;'16';'15';'0';'15';'0';'0';'15'
53604;9;5;'6';'4';'0';'4';'0';'0';'4'
53604;19;8;'1';'0';'0';'0';'0';'0';'0'
53606;9;5;'5';'5';'0';'5';'0';'2';'3'
53608;5;7;'11';'4';'0';'4';'0';'2';'2'
53608;19;8;'1';'1';'0';'1';'0';'1';'0'
53610;5;7;'1';'0';'0';'0';'0';'0';'0'
53610;9;5;'6';'5';'0';'5';'0';'0';'5'
53612;10;11;'2';'1';'0';'1';'0';'0';'1'
53614;5;7;'1';'0';'0';'0';'0';'0';'0'
53614;9;5;'40';'36';'0';'36';'0';'0';'36'
53616;9;5;'35';'33';'0';'33';'0';'3';'30'
53620;5;7;'2';'0';'0';'0';'0';'0';'0'
53624;5;7;'3';'1';'0';'1';'0';'1';'0'
53626;5;7;'23';'4';'0';'4';'0';'0';'4'
53628;5;7;'3';'2';'0';'2';'0';'0';'2'
53628;9;5;'1';'1';'0';'1';'0';'0';'1'
53630;5;7;'1';'0';'0';'0';'0';'0';'0'
53632;5;7;'11';'6';'0';'5';'-1';'0';'5'
53634;9;5;'1';'1';'0';'1';'0';'0';'1'
53634;10;11;'1';'1';'0';'1';'0';'0';'1'
53636;5;7;'1';'0';'0';'0';'0';'0';'0'
53636;9;5;'1';'1';'0';'1';'0';'0';'1'
53638;5;7;'2';'1';'0';'1';'0';'0';'1'
53640;5;7;'2';'2';'0';'2';'0';'2';'0'
53642;5;7;'33';'9';'0';'9';'0';'6';'3'
53644;5;7;'9';'4';'0';'4';'0';'0';'4'
53646;3;9;'1';'1';'0';'1';'0';'1';'0'
53646;9;5;'9';'7';'0';'7';'0';'0';'7'
53646;10;11;'5';'4';'0';'4';'0';'3';'1'
53648;9;5;'1';'1';'0';'1';'0';'0';'1'
53648;10;11;'13';'6';'0';'6';'0';'3';'3'
53650;5;7;'5';'3';'0';'3';'0';'3';'0'
53652;9;5;'2';'2';'0';'2';'0';'0';'2'
53656;9;5;'1';'1';'0';'1';'0';'0';'1'
53658;9;5;'3';'1';'0';'1';'0';'0';'1'
53660;9;5;'2';'2';'0';'2';'0';'0';'2'
53668;9;5;'33';'32';'0';'32';'0';'0';'32'
53670;9;5;'37';'33';'0';'32';'-1';'0';'32'
53672;9;5;'2';'0';'0';'0';'0';'0';'0'
53674;5;7;'1';'0';'0';'0';'0';'0';'0'
53680;3;9;'2';'2';'0';'2';'0';'1';'1'
53684;5;7;'1';'1';'0';'1';'0';'0';'1'
53686;5;7;'1';'1';'0';'1';'0';'0';'1'
53688;5;7;'1';'0';'0';'0';'0';'0';'0'
53692;5;7;'1';'0';'0';'0';'0';'0';'0'
53696;5;7;'21';'11';'0';'11';'0';'0';'11'
53700;13;13;'5';'3';'0';'3';'0';'1';'2'
53702;5;7;'5';'5';'0';'5';'0';'2';'3'
53704;10;11;'1';'1';'0';'1';'0';'0';'1'
53708;5;7;'4';'1';'0';'1';'0';'1';'0'
53718;5;7;'12';'8';'0';'8';'0';'2';'6'
53720;5;7;'40';'31';'0';'31';'0';'12';'19'
53722;5;7;'2';'2';'0';'2';'0';'2';'0'
53722;13;13;'1';'1';'0';'1';'0';'0';'1'
53724;13;13;'2';'2';'0';'2';'0';'0';'2'
53730;5;7;'3';'3';'0';'3';'0';'1';'2'
53732;5;7;'1';'0';'0';'0';'0';'0';'0'
53734;5;7;'2';'1';'0';'1';'0';'0';'1'
53736;5;7;'2';'2';'0';'2';'0';'1';'1'
53740;5;7;'2';'1';'0';'1';'0';'1';'0'
53744;5;7;'2';'1';'0';'1';'0';'0';'1'
53744;13;13;'1';'0';'0';'0';'0';'0';'0'
53746;5;7;'4';'2';'0';'2';'0';'0';'2'
53748;5;7;'54';'43';'0';'43';'0';'11';'32'
53750;5;7;'30';'24';'0';'24';'0';'10';'14'
53754;3;9;'1';'1';'0';'1';'0';'0';'1'
53754;13;13;'2';'0';'0';'0';'0';'0';'0'
53756;3;9;'0';'0';'0';'0';'0';'0';'0'
53756;5;7;'0';'0';'0';'0';'0';'0';'0'
