tip;id;sorsz;szkod
'J';4193;1;1025
'J';4194;1;1027
'J';4195;1;1009
'J';4195;2;1075
'J';4197;1;1027
'J';4198;1;1087
'J';4199;1;1047
'J';4200;1;1066
'J';4201;1;1064
'J';4202;1;1066
'J';4203;1;1005
'J';4204;1;1008
'J';4205;1;1095
'J';4206;1;1064
'J';4207;1;1066
'J';4208;1;1038
'J';4209;1;1050
'J';4210;1;1066
'J';4211;1;1064
'J';4212;1;1008
'J';4213;1;1066
'J';4214;1;1047
'J';4215;1;1096
'J';4216;1;1101
'J';4217;1;1025
'J';4218;1;1070
'J';4219;1;1066
'J';4220;1;1050
'J';4221;1;1085
'J';4222;1;1044
'J';4223;1;1009
'J';4223;2;1075
'J';4224;1;1010
'J';4225;1;1066
'J';4226;1;1087
'J';4228;1;1036
'J';4229;1;1044
'J';4230;1;1027
'J';4231;1;1036
'J';4232;1;1025
'J';4233;1;1097
'J';4234;1;1018
'J';4235;1;1101
'J';4236;1;1066
'J';4237;1;1008
'J';4238;1;1029
'J';4239;1;1066
'J';4240;1;1064
'J';4241;1;1018
'J';4242;1;1095
'J';4243;1;1040
'J';4244;1;1066
'J';4245;1;1018
'J';4246;1;1064
'J';4247;1;1009
'J';4247;2;1075
'J';4248;1;1005
'J';4249;1;1064
'J';4250;1;1001
'J';4251;1;1022
'J';4252;1;1079
'J';4253;1;1066
'J';4254;1;1037
'J';4255;1;1037
'J';4256;1;1022
'J';4257;1;1070
'J';4258;1;1029
'J';4259;1;1066
'J';4260;1;1047
'J';4261;1;1042
'J';4262;1;1018
'J';4263;1;1095
'J';4264;1;1050
'J';4265;1;1101
'J';4266;1;1064
'J';4267;1;1010
'J';4268;1;1036
'J';4269;1;1038
'J';4270;1;1044
'J';4272;1;1066
'J';4273;1;1066
'J';4274;1;1044
'J';4275;1;1042
'J';4276;1;1044
'J';4277;1;1036
'J';4278;1;1044
'J';4279;1;1018
'J';4280;1;1066
'J';4281;1;1036
'J';4282;1;1095
'J';4283;1;1101
'J';4284;1;1087
'J';4285;1;1066
'J';4286;1;1044
'J';4287;1;1072
'J';4288;1;1066
'J';4289;1;1044
'J';4290;1;1036
'J';4291;1;1036
'J';4292;1;1028
'J';4293;1;1076
'J';4294;1;1036
'J';4296;1;1011
'J';4297;1;1036
'J';4298;1;1036
'J';4299;1;1064
'J';4300;1;1064
'J';4301;1;1042
'J';4302;1;1101
'J';4303;1;1064
'J';4304;1;1039
'J';4307;1;1064
'J';4308;1;1026
'J';4309;1;1005
'J';4310;1;1095
'J';4311;1;1018
'J';4312;1;1050
'J';4313;1;1001
'J';4314;1;1010
'J';4315;1;1025
'J';4317;1;1047
'J';4318;1;1011
'J';4319;1;1027
'J';4320;1;1064
'J';4321;1;1085
'J';4322;1;1036
'J';4323;1;1095
'J';4324;1;1025
'J';4325;1;1010
'J';4326;1;1096
'J';4327;1;1044
'J';4329;1;1038
'J';4330;1;1066
'J';4331;1;1018
'J';4332;1;1036
'J';4333;1;1009
'J';4333;2;1075
'J';4334;1;1044
'J';4335;1;1021
'J';4336;1;1009
'J';4336;2;1075
'J';4337;1;1042
'J';4338;1;1036
'J';4339;1;1071
'J';4340;1;1055
'J';4341;1;1064
'J';4342;1;1009
'J';4342;2;1075
'J';4343;1;1070
'J';4344;1;1099
'J';4346;1;1027
'J';4347;1;1038
'J';4348;1;1064
'J';4349;1;1019
'J';4350;1;1022
'J';4351;1;1038
'J';4352;1;1018
'J';4353;1;1101
'J';4354;1;1047
'J';4355;1;1095
'J';4356;1;1064
'J';4357;1;1093
'J';4358;1;1025
'J';4359;1;1040
'J';4360;1;1022
'J';4362;1;1005
'J';4363;1;1097
'J';4364;1;1064
'J';4365;1;1087
'J';4366;1;1044
'J';4367;1;1070
'J';4368;1;1036
'J';4369;1;1025
'J';4370;1;1040
'J';4371;1;1011
'J';4372;1;1050
'J';4373;1;1069
'J';4374;1;1040
'J';4375;1;1008
'J';4376;1;1101
'J';4379;1;1071
'J';4380;1;1101
'J';4381;1;1019
'J';4382;1;1011
'J';4383;1;1025
'J';4384;1;1064
'J';4385;1;1037
'J';4386;1;1064
'J';4387;1;1027
'J';4388;1;1093
'J';4389;1;1099
'J';4390;1;1044
'J';4391;1;1021
'J';4392;1;1064
'J';4393;1;1097
'J';4394;1;1076
'J';4395;1;1044
'J';4396;1;1101
'J';4397;1;1036
'J';4398;1;1022
'J';4399;1;1027
'J';4400;1;1025
'J';4401;1;1064
'J';4402;1;1085
'J';4403;1;1019
'J';4404;1;1007
'J';4405;1;1095
'J';4406;1;1085
'J';4407;1;1047
'J';4408;1;1044
'J';4409;1;1064
'J';4410;1;1012
'J';4411;1;1026
'J';4412;1;1022
'J';4413;1;1097
'J';4414;1;1036
'J';4415;1;1044
'J';4416;1;1047
'J';4417;1;1005
'J';4418;1;1025
'J';4419;1;1096
'J';4420;1;1011
'J';4421;1;1040
'J';4423;1;1066
'J';4424;1;1044
'J';4425;1;1022
'J';4426;1;1097
'J';4427;1;1040
'J';4428;1;1064
'J';4429;1;1009
'J';4429;2;1075
'J';4430;1;1009
'J';4430;2;1075
'J';4431;1;1041
'J';4432;1;1070
'J';4433;1;1036
'J';4434;1;1064
'J';4435;1;1085
'J';4436;1;1040
'J';4437;1;1044
'J';4438;1;1101
'J';4439;1;1038
'J';4440;1;1005
'J';4441;1;1101
'J';4442;1;1071
'J';4443;1;1064
'J';4444;1;1036
'J';4445;1;1097
'J';4446;1;1042
'J';4447;1;1044
'J';4448;1;1047
'J';4449;1;1022
'J';4450;1;1028
'J';4451;1;1064
'J';4452;1;1087
'J';4453;1;1072
'J';4454;1;1040
'J';4455;1;1044
'J';4456;1;1050
'J';4457;1;1037
'J';4458;1;1010
'J';4459;1;1040
'J';4460;1;1047
'J';4462;1;1047
'J';4463;1;1027
'J';4464;1;1066
'J';4465;1;1042
'J';4466;1;1101
'J';4467;1;1007
'J';4468;1;1093
'J';4469;1;1066
'J';4470;1;1093
'J';4471;1;1036
'J';4472;1;1033
'J';4473;1;1044
'J';4474;1;1095
'J';4475;1;1096
'J';4476;1;1064
'J';4477;1;1044
'J';4478;1;1085
'J';4479;1;1044
'J';4480;1;1037
'J';4481;1;1097
'J';4482;1;1066
'J';4483;1;1066
'J';4484;1;1064
'J';4485;1;1050
'J';4486;1;1072
'J';4487;1;1022
'J';4488;1;1064
'J';4489;1;1079
'J';4490;1;1101
'J';4491;1;1066
'J';4492;1;1096
'J';4493;1;1070
'J';4494;1;1095
'J';4495;1;1009
'J';4495;2;1075
'J';4496;1;1040
'J';4497;1;1026
'J';4498;1;1029
'J';4499;1;1040
'J';4500;1;1011
'J';4501;1;1055
'J';4502;1;1066
'J';4503;1;1064
'J';4504;1;1036
'J';4505;1;1055
'J';4506;1;1079
'J';4507;1;1069
'J';4508;1;1096
'J';4509;1;1050
'J';4510;1;1036
'J';4511;1;1026
'J';4512;1;1022
'J';4513;1;1097
'J';4514;1;1097
'J';4515;1;1018
'J';4516;1;1055
'J';4517;1;1066
'J';4518;1;1027
'J';4519;1;1064
'J';4520;1;1055
'J';4521;1;1018
'J';4522;1;1072
'J';4523;1;1025
'J';4524;1;1012
'J';4525;1;1025
'J';4526;1;1071
'J';4527;1;1037
'J';4528;1;1036
'J';4529;1;1070
'J';4530;1;1055
'J';4531;1;1066
'J';4532;1;1040
'J';4533;1;1064
'J';4534;1;1096
'J';4535;1;1027
'J';4536;1;1009
'J';4536;2;1075
'J';4537;1;1064
'J';4538;1;1027
'J';4539;1;1070
'J';4540;1;1101
'J';4541;1;1037
'J';4542;1;1025
'J';4543;1;1095
'J';4544;1;1095
'J';4545;1;1011
'J';4546;1;1047
'J';4547;1;1022
'J';4548;1;1099
'J';4549;1;1011
'J';4550;1;1055
'J';4551;1;1028
'J';4552;1;1044
'J';4553;1;1027
'J';4554;1;1013
'J';4555;1;1096
'J';4556;1;1022
'J';4557;1;1085
'J';4558;1;1071
'J';4559;1;1069
'J';4560;1;1068
'J';4561;1;1095
'J';4562;1;1095
'J';4563;1;1044
'J';4564;1;1064
'J';4565;1;1032
'J';4566;1;1036
'J';4567;1;1007
'J';4568;1;1047
'J';4569;1;1070
'J';4570;1;1064
'J';4571;1;1070
'J';4572;1;1101
'J';4573;1;1042
'J';4574;1;1044
'J';4575;1;1047
'J';4576;1;1097
'J';4579;1;1101
'J';4580;1;1102
'J';4581;1;1097
'J';4582;1;1039
'J';4583;1;1047
'J';4584;1;1064
'J';4585;1;1099
'J';4586;1;1096
'J';4587;1;1076
'J';4588;1;1022
'J';4589;1;1041
'J';4590;1;1027
'J';4591;1;1011
'J';4592;1;1044
'J';4593;1;1041
'J';4594;1;1072
'J';4595;1;1101
'J';4596;1;1087
'J';4597;1;1095
'J';4599;1;1027
'J';4600;1;1025
'J';4601;1;1026
'J';4602;1;1029
'J';4603;1;1011
'J';4604;1;1076
'J';4605;1;1011
'J';4606;1;1036
'J';4607;1;1041
'J';4608;1;1072
'J';4609;1;1064
'J';4610;1;1101
'J';4611;1;1085
'J';4612;1;1011
'J';4613;1;1036
'J';4614;1;1036
'J';4615;1;1050
'J';4616;1;1011
'J';4617;1;1097
'J';4618;1;1010
'J';4619;1;1101
'J';4620;1;1018
'J';4621;1;1022
'J';4622;1;1071
'J';4623;1;1096
'J';4625;1;1047
'J';4626;1;1071
'J';4627;1;1025
'J';4628;1;1027
'J';4629;1;1064
'J';4630;1;1021
'J';4631;1;1022
'J';4632;1;1095
'J';4633;1;1047
'J';4634;1;1009
'J';4634;2;1075
'J';4635;1;1072
'J';4636;1;1095
'J';4637;1;1044
'J';4638;1;1064
'J';4639;1;1055
'J';4640;1;1047
'J';4641;1;1095
'J';4643;1;1072
'J';4644;1;1026
'J';4648;1;1050
'J';4649;1;1032
'J';4650;1;1101
'J';4652;1;1041
'J';4653;1;1050
'J';4654;1;1022
'J';4655;1;1040
'J';4656;1;1050
'J';4658;1;1099
'J';4659;1;1079
'J';4660;1;1099
'J';4661;1;1005
'J';4662;1;1057
'J';4663;1;1021
'J';4664;1;1072
'J';4665;1;1022
'J';4666;1;1029
'J';4667;1;1036
'J';4668;1;1066
'J';4669;1;1072
'J';4670;1;1027
'J';4671;1;1011
'J';4672;1;1026
'J';4673;1;1027
'J';4674;1;1028
'J';4675;1;1070
'J';4676;1;1095
'J';4677;1;1079
'J';4678;1;1070
'J';4679;1;1027
'J';4680;1;1071
'J';4681;1;1022
'J';4682;1;1009
'J';4682;2;1075
'J';4683;1;1027
'J';4684;1;1026
'J';4685;1;1044
'J';4686;1;1010
'J';4687;1;1036
'J';4688;1;1027
'J';4690;1;1022
'J';4691;1;1022
'J';4692;1;1064
'J';4693;1;1026
'J';4694;1;1097
'J';4695;1;1040
'J';4696;1;1040
'J';4697;1;1005
'J';4698;1;1093
'J';4699;1;1047
'J';4700;1;1022
'J';4701;1;1095
'J';4702;1;1039
'J';4703;1;1080
'J';4704;1;1011
'J';4705;1;1018
'J';4706;1;1093
'J';4707;1;1093
'J';4708;1;1009
'J';4708;2;1075
'J';4710;1;1072
'J';4711;1;1096
'J';4712;1;1072
'J';4713;1;1037
'J';4714;1;1050
'J';4715;1;1096
'J';4716;1;1096
'J';4717;1;1047
'J';4718;1;1095
'J';4719;1;1047
'J';4720;1;1040
'J';4721;1;1071
'J';4722;1;1064
'J';4723;1;1027
'J';4724;1;1097
'J';4725;1;1042
'J';4726;1;1097
'J';4727;1;1070
'J';4728;1;1008
'J';4729;1;1070
'J';4730;1;1042
'J';4732;1;1064
'J';4733;1;1040
'J';4734;1;1029
'J';4735;1;1044
'J';4736;1;1064
'J';4737;1;1011
'J';4738;1;1011
'J';4739;1;1072
'J';4740;1;1012
'J';4741;1;1025
'J';4742;1;1064
'J';4743;1;1019
'J';4744;1;1095
'J';4745;1;1036
'J';4746;1;1093
'J';4747;1;1011
'J';4748;1;1042
'J';4749;1;1047
'J';4750;1;1101
'J';4751;1;1096
'J';4752;1;1047
'J';4753;1;1005
'J';4754;1;1085
'J';4755;1;1027
'J';4756;1;1018
'J';4757;1;1036
'J';4758;1;1072
'J';4759;1;1064
'J';4760;1;1025
'J';4761;1;1012
'J';4762;1;1093
'J';4763;1;1005
'J';4764;1;1036
'J';4765;1;1099
'J';4766;1;1019
'J';4767;1;1022
'J';4768;1;1022
'J';4769;1;1021
'J';4770;1;1055
'J';4771;1;1018
'J';4772;1;1066
'J';4773;1;1055
'J';4774;1;1027
'J';4775;1;1018
'J';4776;1;1099
'J';4777;1;1022
'J';4778;1;1096
'J';4779;1;1022
'J';4780;1;1027
'J';4781;1;1101
'J';4782;1;1047
'J';4783;1;1005
'J';4784;1;1101
'J';4785;1;1101
'J';4786;1;1037
'J';4787;1;1021
'J';4788;1;1036
'J';4789;1;1036
'J';4790;1;1096
'J';4791;1;1064
'J';4792;1;1042
'J';4793;1;1038
'J';4794;1;1038
'J';4795;1;1019
'J';4796;1;1022
'J';4797;1;1022
'J';4798;1;1008
'J';4799;1;1025
'J';4800;1;1013
'J';4801;1;1050
'J';4802;1;1069
'J';4803;1;1069
'J';4804;1;1025
'J';4805;1;1047
'J';4806;1;1066
'J';4807;1;1047
'J';4808;1;1037
'J';4809;1;1097
'J';4810;1;1072
'J';4811;1;1050
'J';4812;1;1055
'J';4813;1;1018
'J';4814;1;1010
'J';4815;1;1095
'J';4816;1;1084
'J';4817;1;1037
'J';4818;1;1050
'J';4819;1;1064
'J';4820;1;1064
'J';4821;1;1050
'J';4822;1;1096
'J';4823;1;1005
'J';4825;1;1009
'J';4825;2;1075
'J';4827;1;1013
'J';4828;1;1064
'J';4829;1;1025
'J';4830;1;1022
'J';4831;1;1095
'J';4832;1;1040
'J';4833;1;1005
'J';4834;1;1009
'J';4834;2;1075
'J';4835;1;1042
'J';4836;1;1042
'J';4837;1;1042
'J';4838;1;1022
'J';4839;1;1036
'J';4840;1;1087
'J';4841;1;1027
'J';4842;1;1070
'J';4843;1;1036
'J';4844;1;1036
'J';4846;1;1055
'J';4847;1;1038
'J';4848;1;1064
'J';4849;1;1047
'J';4850;1;1040
'J';4851;1;1019
'J';4852;1;1050
'J';4853;1;1022
'J';4854;1;1092
'J';4855;1;1097
'J';4856;1;1079
'J';4857;1;1099
'J';4858;1;1099
'J';4859;1;1096
'J';4860;1;1010
'J';4861;1;1005
'J';4862;1;1019
'J';4863;1;1099
'J';4864;1;1029
'J';4865;1;1028
'J';4866;1;1047
'J';4867;1;1069
'J';4868;1;1028
'J';4869;1;1022
'J';4870;1;1032
'J';4871;1;1047
'J';4872;1;1038
'J';4873;1;1087
'J';4874;1;1042
'J';4875;1;1087
'J';4876;1;1101
'J';4877;1;1087
'J';4878;1;1047
'J';4879;1;1040
'J';4880;1;1027
'J';4881;1;1032
'J';4883;1;1042
'J';4884;1;1019
'J';4885;1;1076
'J';4886;1;1093
'J';4887;1;1027
'J';4888;1;1042
'J';4889;1;1008
'J';4890;1;1050
'J';4891;1;1050
'J';4892;1;1011
'J';4893;1;1047
'J';4894;1;1096
'J';4895;1;1079
'J';4897;1;1072
'J';4898;1;1047
'J';4899;1;1082
'J';4900;1;1011
'J';4901;1;1011
'J';4902;1;1040
'J';4903;1;1099
'J';4904;1;1005
'J';4905;1;1027
'J';4906;1;1050
'J';4907;1;1101
'J';4908;1;1047
'J';4909;1;1038
'J';4910;1;1072
'J';4911;1;1064
'J';4912;1;1070
'J';4913;1;1026
'J';4915;1;1005
'J';4916;1;1011
'J';4917;1;1025
'J';4918;1;1099
'J';4919;1;1013
'J';4920;1;1028
'J';4921;1;1012
'J';4922;1;1019
'J';4923;1;1050
'J';4924;1;1036
'J';4925;1;1047
'J';4926;1;1011
'J';4927;1;1072
'J';4928;1;1072
'J';4929;1;1085
'J';4930;1;1072
'J';4931;1;1050
'J';4932;1;1097
'J';4933;1;1026
'J';4934;1;1093
'J';4935;1;1050
'J';4936;1;1070
'J';4937;1;1099
'J';4938;1;1044
'J';4939;1;1007
'J';4941;1;1079
'J';4942;1;1025
'J';4943;1;1055
'J';4944;1;1079
'J';4945;1;1050
'J';4947;1;1064
'J';4948;1;1022
'J';4949;1;1072
'J';4950;1;1096
'J';4951;1;1037
'J';4952;1;1022
'J';4953;1;1019
'J';4954;1;1101
'J';4955;1;1011
'J';4956;1;1085
'J';4957;1;1008
'J';4958;1;1007
'J';4959;1;1099
'J';4960;1;1047
'J';4961;1;1036
'J';4962;1;1072
'J';4963;1;1011
'J';4964;1;1039
'J';4965;1;1007
'J';4966;1;1099
'J';4967;1;1030
'J';4968;1;1072
'J';4969;1;1055
'J';4970;1;1001
'J';4971;1;1076
'J';4972;1;1027
'J';4973;1;1072
'J';4974;1;1079
'J';4975;1;1072
'J';4976;1;1050
'J';4977;1;1032
'J';4978;1;1050
'J';4979;1;1028
'J';4980;1;1093
'J';4981;1;1072
'J';4982;1;1055
'J';4983;1;1005
'J';4984;1;1025
